text,created_at,event
@user9233: ??? Barbie breaks box office records this weekend #entertainment34,2024-01-07T19:08:49.057383,event_34
Major announcement from Biden regarding immigration,2024-01-07T19:14:19.954781,event_33
Just got my new Vision Pro from Netflix! Amazing! #technology35,2024-01-07T19:20:55.427875,event_35
@user3112: Can't believe what happened with infrastructure!,2024-01-07T19:22:10.008751,event_7
@user279: OpenAI CEO reveals plans for Xbox,2024-01-07T19:23:04.434231,event_43
❤️ The new GPT-5 from Tesla is incredible,2024-01-07T19:30:12.773185,event_43
@user9132: Major announcement from Pelosi regarding foreign policy,2024-01-07T19:36:21.851313,event_1
Breaking: Netflix and Twitter merger approved 👀 #business38,2024-01-07T19:49:06.528199,event_38
The new PS5 from Amazon is incredible,2024-01-07T19:54:31.240932,event_3
Relief efforts underway in California after wildfire #disaster12,2024-01-07T19:54:38.344885,event_12
@user366: Dua Lipa wins award at Coachella! So deserved!,2024-01-07T20:01:17.438616,event_34
My thoughts on education - thread 🧵,2024-01-07T20:03:10.240802,event_7
❤️ Breaking: Meta to acquire Snapchat for $20B #business38,2024-01-07T20:08:56.346309,event_38
tbh Can't believe what happened with healthcare!,2024-01-07T20:13:48.222295,event_39
Press conference: McConnell discusses economy 🔥,2024-01-07T20:17:28.582517,event_25
@user8692: Amazing performance by Mahomes in today's NBA match #sports0,2024-01-07T20:47:07.585772,event_0
🤯 Just got my new Model Y from Netflix! Amazing!,2024-01-07T20:54:36.280101,event_11
@user9766: Press conference: Harris discusses immigration,2024-01-07T20:59:11.714982,event_33
Amazing performance by KD in today's soccer match no cap #sports48,2024-01-07T21:09:46.190852,event_48
@user7207: DeSantis tweets about foreign policy policy changes #politics33,2024-01-07T21:17:07.809186,event_33
@user4220: Breaking: Amazon releases GPT-5 today,2024-01-07T21:19:52.429820,event_11
POTUS addresses nation on economy - what do you think?,2024-01-07T21:42:28.871862,event_33
@user1189: Breaking: Tesla releases Model Y today #technology27,2024-01-07T21:47:54.286723,event_27
@user3816: NVIDIA announces new PS5 - game changer! smh,2024-01-07T21:53:02.411436,event_35
@user8563: Beyoncé announces new project at VMAs,2024-01-07T21:53:08.858628,event_2
Review: Meta's Model Y is worth the hype #technology35,2024-01-07T22:22:26.767152,event_35
SpaceX announces new PS5 - game changer! #technology27,2024-01-07T22:27:54.103333,event_27
lol This healthcare story is breaking the internet,2024-01-07T22:35:32.425901,event_47
tl;dr Breaking: Earthquake hits Alaska - magnitude 6.1,2024-01-07T22:36:02.698560,event_12
@user6664: Press conference: Obama discusses economy #politics33,2024-01-07T22:37:32.014777,event_33
@user170: New study shows prevention method about cancer #health45,2024-01-07T23:04:45.113556,event_45
OMG Taylor Swift just posted about immigration! #entertainment2,2024-01-07T23:07:05.409889,event_2
New treatment for obesity shows promise,2024-01-07T23:17:02.756337,event_45
@user2776: 🔥 Taylor Swift announces new project at Golden Globes #entertainment34,2024-01-07T23:22:49.860827,event_34
@user6730: Pelosi speaks about foreign policy at today's conference #politics1,2024-01-07T23:26:30.173532,event_1
NVIDIA announces new Xbox - game changer! #technology11,2024-01-07T23:34:07.755080,event_11
OMG Zendaya just posted about climate change!,2024-01-07T23:51:48.820515,event_34
Major announcement from Biden regarding healthcare,2024-01-07T23:55:39.170727,event_1
@user760: Breaking: SpaceX to acquire WhatsApp for $30B #business30,2024-01-07T23:55:43.863933,event_30
@user7449: Prayers for Japan after devastating storm #disaster12,2024-01-08T00:08:36.044665,event_12
Breaking: McConnell announces new policy on foreign policy,2024-01-08T00:56:34.260581,event_33
@user184: Press conference: Harris discusses immigration,2024-01-08T01:00:55.272032,event_1
Review: Netflix's Quest 3 is worth the hype smh,2024-01-08T01:13:50.999694,event_43
@user2827: Update on economy: here's what we know,2024-01-08T01:14:17.431565,event_47
@user1302: 👀 Update on economy: here's what we know,2024-01-08T01:15:27.808569,event_47
OpenAI CEO reveals plans for iPhone 15 #technology35,2024-01-08T01:21:08.372721,event_35
@user2016: Breaking: Meta releases Xbox today 😭,2024-01-08T01:29:44.200299,event_3
@user306: goated NVIDIA announces new Xbox - game changer!,2024-01-08T01:34:40.067327,event_35
New legislation on economy proposed by McConnell,2024-01-08T01:37:09.478176,event_1
@user6368: highkey POTUS addresses nation on healthcare - what do you think? #politics1,2024-01-08T01:37:21.963136,event_1
Just got my new Vision Pro from Apple! Amazing!,2024-01-08T01:46:33.711910,event_11
NBA finals are insane this year! Go Yankees! #sports24,2024-01-08T01:50:52.533007,event_24
@user6360: Tech news: Meta launches Model Y globally #technology35,2024-01-08T02:21:24.696173,event_35
Top Gun breaks box office records this weekend #entertainment34,2024-01-08T02:21:32.643911,event_34
Breaking news: hurricane strikes Florida fyi #disaster20,2024-01-08T02:23:32.559407,event_20
OpenAI announces new iPhone 15 - game changer! #technology11,2024-01-08T02:29:33.029515,event_11
Biden tweets about healthcare policy changes istg,2024-01-08T03:10:05.012023,event_49
@user1676: The new Pixel 8 from Amazon is incredible asap #technology19,2024-01-08T03:10:49.163034,event_19
@user6642: Relief efforts underway in Alaska after wildfire #disaster20,2024-01-08T03:22:00.327637,event_20
Everyone's talking about economy today! #social7,2024-01-08T03:33:50.957883,event_7
Rescue teams deployed to Florida after hurricane tl;dr #disaster36,2024-01-08T03:35:12.105290,event_36
@user1029: Best performance by Beyoncé at Coachella!,2024-01-08T03:43:49.161883,event_34
@user6496: Major announcement from Pelosi regarding economy,2024-01-08T03:44:53.653204,event_9
OMG Tom Holland just posted about immigration!,2024-01-08T03:46:18.072597,event_2
@user5452: Avatar 2 breaks box office records this weekend,2024-01-08T03:51:03.945671,event_34
@user8859: lol Press conference: Biden discusses infrastructure #politics33,2024-01-08T03:55:49.166051,event_33
Just got my new Xbox from Meta! Amazing! #technology11,2024-01-08T04:22:03.874245,event_11
OpenAI announces 500 new jobs in Mexico #business46,2024-01-08T04:48:49.051243,event_46
Trending: #News goes viral on social media,2024-01-08T05:04:49.443138,event_7
Breaking: Earthquake hits Florida - magnitude 6.5,2024-01-08T05:12:22.521790,event_20
New treatment for diabetes shows promise,2024-01-08T05:16:33.918259,event_45
Just saw Top Gun - absolutely amazing! Must watch!,2024-01-08T05:20:40.683579,event_18
@user2689: rn Breaking: Pelosi announces new policy on climate change,2024-01-08T05:32:25.530071,event_33
@user1936: AOC tweets about foreign policy policy changes,2024-01-08T05:34:04.632725,event_17
@user7693: highkey Just got my new iPhone 15 from Netflix! Amazing! #technology11,2024-01-08T05:51:09.785041,event_11
Just watched Yankees vs Giants. Best game ever! goat #sports48,2024-01-08T05:52:33.733971,event_48
New legislation on education proposed by McConnell #politics17,2024-01-08T05:57:53.885477,event_17
@user9078: Breaking: Google releases iPhone 15 today,2024-01-08T06:09:49.002773,event_43
@user6754: New legislation on immigration proposed by AOC goated #politics9,2024-01-08T06:12:16.130487,event_9
@user6774: Amazing performance by KD in today's basketball match ... #sports8,2024-01-08T06:12:46.780902,event_8
@user7031: POTUS addresses nation on taxes - what do you think? 🤯 #politics1,2024-01-08T06:14:06.872063,event_1
@user7007: Breaking: McConnell announces new policy on foreign policy,2024-01-08T06:16:31.063340,event_33
@user8357: New treatment for COVID-19 shows promise 🙏 #health13,2024-01-08T06:19:47.332461,event_13
@user3874: Breaking: Meta releases Vision Pro today,2024-01-08T06:28:39.861125,event_43
@user7034: Everyone's talking about taxes today! #social23,2024-01-08T06:31:01.181799,event_23
@user5051: Hot take: climate change is overrated/underrated #social47,2024-01-08T06:31:04.424619,event_47
Can't believe what happened with infrastructure! #social7,2024-01-08T06:42:59.102877,event_7
Tech news: Microsoft launches Quest 3 globally 💯 #technology43,2024-01-08T06:46:52.976088,event_43
Meta announces new Xbox - game changer! fr fr,2024-01-08T06:50:35.239674,event_35
Tech news: Netflix launches GPT-5 globally #technology35,2024-01-08T06:51:15.006521,event_35
@user5380: New legislation on economy proposed by Sanders,2024-01-08T06:53:28.355641,event_41
Review: Microsoft's Xbox is worth the hype #technology35,2024-01-08T06:55:32.238458,event_35
Biden tweets about healthcare policy changes,2024-01-08T07:00:48.037746,event_33
@user3141: Review: Google's GPT-5 is worth the hype lol #technology3,2024-01-08T07:01:37.569199,event_3
@user9991: New legislation on foreign policy proposed by Sanders fyi,2024-01-08T07:14:20.477760,event_1
Update: hurricane in Florida causes major damage #disaster44,2024-01-08T07:22:28.233291,event_44
Breaking: Harris announces new policy on healthcare,2024-01-08T07:50:45.706716,event_33
Rescue teams deployed to Mexico after tornado #disaster36,2024-01-08T07:55:58.517231,event_36
Just watched Real Madrid vs Eagles. Best game ever! #sports24,2024-01-08T07:56:42.922157,event_24
@user102: idk Tesla CEO reveals plans for iPhone 15 #technology3,2024-01-08T08:23:32.200183,event_3
@user3580: Amazon stock surges after Model Y announcement,2024-01-08T08:28:54.947986,event_3
@user8017: Best performance by Drake at Met Gala! #entertainment34,2024-01-08T08:34:28.739792,event_34
Google CEO reveals plans for Quest 3 #technology19,2024-01-08T08:34:31.183434,event_19
golf finals are insane this year! Go Lakers!,2024-01-08T08:41:09.428536,event_8
@user4758: Pelosi speaks about immigration at today's conference lol,2024-01-08T08:43:10.889451,event_25
POTUS addresses nation on healthcare - what do you think? 💪 #politics1,2024-01-08T08:48:50.674637,event_1
@user1335: NVIDIA stock falls after earnings report #business30,2024-01-08T08:48:56.633846,event_30
Netflix announces new PS5 - game changer! #technology11,2024-01-08T08:51:11.626239,event_11
@user666: ❤️ Health experts discuss COVID-19 prevention #health37,2024-01-08T08:58:11.555100,event_37
goated Tesla CEO reveals plans for GPT-5,2024-01-08T09:02:57.986904,event_11
... WHO updates guidelines on cancer,2024-01-08T09:11:36.666272,event_21
AOC tweets about healthcare policy changes #politics1,2024-01-08T09:26:25.781319,event_1
tbh Breaking: Sanders announces new policy on healthcare,2024-01-08T09:33:22.447316,event_1
New legislation on education proposed by Sanders #politics17,2024-01-08T09:38:47.322667,event_17
Just watched Yankees vs Giants. Best game ever! #sports24,2024-01-08T09:53:42.198251,event_24
POTUS addresses nation on foreign policy - what do you think?,2024-01-08T10:03:30.637591,event_33
@user4721: Breaking: Microsoft releases PS5 today 💯,2024-01-08T10:19:45.355536,event_11
Can't stop listening to Bad Bunny's new song #entertainment34,2024-01-08T10:29:10.963685,event_34
@user6342: Can't stop listening to Bad Bunny's new song tl;dr #entertainment42,2024-01-08T10:30:25.513889,event_42
Breaking: Tesla releases Pixel 8 today #technology35,2024-01-08T10:51:00.436884,event_35
@user7479: omg Newsom's stance on infrastructure sparks debate #politics1,2024-01-08T11:08:57.095451,event_1
Amazing performance by Mahomes in today's soccer match,2024-01-08T11:09:04.928804,event_24
btw Dua Lipa announces new project at Golden Globes,2024-01-08T11:10:27.626668,event_2
@user7476: Trump tweets about healthcare policy changes,2024-01-08T11:18:07.511429,event_9
Just watched Lakers vs Giants. Best game ever! #sports48,2024-01-08T11:50:01.105955,event_48
@user4284: New treatment for obesity shows promise smh,2024-01-08T11:50:29.683122,event_5
New legislation on education proposed by Sanders,2024-01-08T11:57:01.556448,event_25
@user7118: Sanders's stance on climate change sparks debate,2024-01-08T11:59:29.432459,event_33
Bad Bunny announces new project at VMAs,2024-01-08T12:00:46.906302,event_34
@user8996: Rescue teams deployed to Florida after hurricane #disaster28,2024-01-08T12:17:07.005667,event_28
@user1721: Amazing performance by Ronaldo in today's NFL match #sports0,2024-01-08T12:23:45.182974,event_0
Stay safe Turkey! tsunami approaching,2024-01-08T12:43:35.583724,event_12
New legislation on taxes proposed by DeSantis #politics25,2024-01-08T12:49:13.739032,event_25
@user7804: Best performance by Kendrick at Oscars! #entertainment2,2024-01-08T12:57:43.542269,event_2
Breaking: Earthquake hits California - magnitude 5.2,2024-01-08T13:04:31.846770,event_12
imo Press conference: Newsom discusses healthcare #politics1,2024-01-08T13:08:41.515381,event_1
@user8493: New legislation on healthcare proposed by Trump yolo,2024-01-08T13:17:21.093984,event_1
fyi McConnell tweets about climate change policy changes,2024-01-08T13:20:34.907088,event_17
Tech news: Apple launches Vision Pro globally,2024-01-08T13:29:28.918294,event_3
Emergency alert: earthquake warning for Hawaii #disaster28,2024-01-08T13:31:09.767007,event_28
Tom Holland announces new project at Met Gala #entertainment34,2024-01-08T13:33:56.742539,event_34
Apple stock rises after earnings report,2024-01-08T13:39:45.433785,event_38
Lakers defeats Chelsea 28-24 in thrilling football game lol #sports8,2024-01-08T13:43:24.840196,event_8
Hot take: foreign policy is overrated/underrated,2024-01-08T13:44:29.104344,event_7
@user4502: Best performance by Bad Bunny at Golden Globes! #entertainment2,2024-01-08T13:50:54.064510,event_2
@user792: New legislation on education proposed by Sanders #politics33,2024-01-08T13:52:00.065562,event_33
@user5373: OMG Dua Lipa just posted about taxes! bruh #entertainment34,2024-01-08T14:33:24.147511,event_34
POTUS addresses nation on education - what do you think?,2024-01-08T14:34:49.351589,event_1
yolo New study shows risk factors about mental health,2024-01-08T14:45:39.843788,event_45
Breaking: Pelosi announces new policy on economy,2024-01-08T14:52:55.936969,event_1
Just got my new GPT-5 from Meta! Amazing! #technology27,2024-01-08T15:12:02.428972,event_27
Drake announces new project at Grammy Awards bussin #entertainment34,2024-01-08T15:13:49.843811,event_34
Tech news: NVIDIA launches Quest 3 globally #technology43,2024-01-08T15:22:20.357098,event_43
Beyoncé announces new project at Super Bowl,2024-01-08T15:23:24.701592,event_34
Amazon stock surges after earnings report #business38,2024-01-08T15:25:11.002356,event_38
Stay safe Alaska! storm approaching,2024-01-08T15:32:34.782046,event_12
tl;dr Breaking: SpaceX to acquire TikTok for $10B #business38,2024-01-08T15:35:25.200694,event_38
New legislation on taxes proposed by Newsom #politics1,2024-01-08T15:40:09.495837,event_1
@user7365: Tech news: NVIDIA launches GPT-5 globally #technology43,2024-01-08T15:40:48.045558,event_43
Netflix announces new PS5 - game changer! icymi,2024-01-08T16:05:45.323517,event_27
Market update: Google leads retail gains #business38,2024-01-08T16:16:04.064039,event_38
Prayers for Japan after devastating storm 👀,2024-01-08T16:17:23.112927,event_20
Press conference: Obama discusses climate change #politics33,2024-01-08T16:22:14.849663,event_33
@user8334: Harris tweets about immigration policy changes,2024-01-08T16:26:32.045521,event_25
@user9491: Just saw Avatar 2 - absolutely amazing! Must watch! #entertainment34,2024-01-08T16:38:47.630252,event_34
Press conference: AOC discusses education,2024-01-08T16:47:50.866388,event_1
Biden tweets about education policy changes,2024-01-08T17:01:13.536693,event_1
@user3418: The new Xbox from Google is incredible,2024-01-08T17:02:59.154634,event_11
Everyone's talking about climate change today! #social7,2024-01-08T17:15:14.812832,event_7
Breaking: Meta releases Pixel 8 today,2024-01-08T17:26:13.086628,event_43
@user8484: no cap AOC's stance on taxes sparks debate #politics9,2024-01-08T17:47:33.098792,event_9
Can't believe what happened with climate change!,2024-01-08T17:56:07.575051,event_47
@user9973: Breaking news: hurricane strikes Texas 😭 #disaster12,2024-01-08T18:24:51.672168,event_12
Update on economy: here's what we know #social7,2024-01-08T18:41:21.669812,event_7
Breaking news: tornado strikes Texas #disaster36,2024-01-08T18:42:38.115737,event_36
Biden tweets about taxes policy changes,2024-01-08T18:58:20.988668,event_33
@user7981: Breaking: Trump announces new policy on climate change,2024-01-08T19:00:11.131943,event_25
@user4603: Prayers for Mexico after devastating tornado,2024-01-08T19:01:23.829027,event_28
Spider-Man breaks box office records this weekend #entertainment34,2024-01-08T19:05:07.843820,event_34
New legislation on taxes proposed by Biden,2024-01-08T19:17:04.143583,event_9
POTUS addresses nation on immigration - what do you think? #politics49,2024-01-08T19:21:42.519887,event_49
Hot take: foreign policy is overrated/underrated ngl,2024-01-08T19:44:37.875377,event_47
@user799: POTUS addresses nation on economy - what do you think?,2024-01-08T19:46:55.427063,event_33
OMG LeBron just broke the record! #Real Madrid,2024-01-08T19:50:10.136813,event_8
@user832: Can't stop listening to Beyoncé's new song #entertainment34,2024-01-08T19:54:41.423562,event_34
@user5155: POTUS addresses nation on economy - what do you think?,2024-01-08T20:30:32.056784,event_1
Breaking: Trump announces new policy on healthcare,2024-01-08T20:30:34.917988,event_1
Amazon announces new PS5 - game changer! #technology11,2024-01-08T20:31:02.769476,event_11
OpenAI announces 500 new jobs in Italy #business22,2024-01-08T20:33:14.414352,event_22
Review: SpaceX's Xbox is worth the hype #technology43,2024-01-08T20:49:32.901319,event_43
@user6850: Tom Holland announces new project at Coachella,2024-01-08T20:52:21.761343,event_34
Taylor Swift announces new project at VMAs,2024-01-08T20:57:07.882809,event_34
The new Pixel 8 from Apple is incredible,2024-01-08T20:58:11.226054,event_19
Rescue teams deployed to New York after storm,2024-01-08T20:58:47.256947,event_12
@user2724: Important: obesity symptoms to watch for,2024-01-08T21:01:15.537823,event_13
Amazing performance by Haaland in today's soccer match 😭 #sports48,2024-01-08T21:13:57.756572,event_48
@user5085: Breaking: Harris announces new policy on economy,2024-01-08T21:16:06.175021,event_1
@user6208: Amazon stock surges after Model Y announcement #technology43,2024-01-08T21:21:09.076718,event_43
@user7744: Market update: Microsoft leads retail gains 💪,2024-01-08T21:27:45.170865,event_30
Relief efforts underway in Japan after storm #disaster20,2024-01-08T21:54:07.608770,event_20
New album by Drake is fire! 🔥 #country,2024-01-08T22:00:42.116298,event_34
Breaking: Ohtani scores winning goal for Real Madrid,2024-01-08T22:00:47.295286,event_24
Tech news: Google launches Xbox globally lol #technology43,2024-01-08T22:05:35.681477,event_43
Breaking: Netflix releases Pixel 8 today,2024-01-08T22:07:52.183697,event_43
Zendaya wins award at Golden Globes! So deserved! #entertainment18,2024-01-08T22:09:45.913750,event_18
@user8076: SpaceX announces new GPT-5 - game changer!,2024-01-08T22:32:46.181419,event_11
Apple expands operations to Florida #business30,2024-01-08T22:43:29.688112,event_30
Tech news: Microsoft launches Vision Pro globally #technology43,2024-01-08T22:55:29.823210,event_43
Amazing performance by Ronaldo in today's basketball match,2024-01-08T22:55:40.559902,event_8
@user6278: Press conference: Harris discusses economy #politics33,2024-01-08T23:02:22.347620,event_33
Obama speaks about taxes at today's conference,2024-01-08T23:12:19.602599,event_33
Just saw Avatar 2 - absolutely amazing! Must watch!,2024-01-08T23:17:46.964725,event_34
rn The new iPhone 15 from Tesla is incredible #technology3,2024-01-08T23:27:15.385462,event_3
@user7271: Just saw Barbie - absolutely amazing! Must watch!,2024-01-08T23:43:55.002968,event_34
Netflix stock surges after Xbox announcement #technology43,2024-01-08T23:53:21.191829,event_43
Hot take: economy is overrated/underrated #social7,2024-01-08T23:53:43.181318,event_7
btw Press conference: Trump discusses education #politics9,2024-01-08T23:55:48.211058,event_9
Hot take: education is overrated/underrated #social47,2024-01-09T00:13:35.354938,event_47
@user960: The healthcare situation is getting crazy #social7,2024-01-09T00:25:45.740624,event_7
@user1189: Press conference: Pelosi discusses foreign policy,2024-01-09T00:28:26.571506,event_41
New legislation on infrastructure proposed by Sanders,2024-01-09T00:42:21.432201,event_25
@user1618: Review: NVIDIA's PS5 is worth the hype #technology11,2024-01-09T00:50:47.071082,event_11
Apple announces new Vision Pro - game changer!,2024-01-09T00:56:16.880653,event_43
@user1141: Stay safe California! hurricane approaching,2024-01-09T01:07:05.343102,event_20
POTUS addresses nation on education - what do you think? #politics25,2024-01-09T01:12:59.556576,event_25
@user7781: highkey Breaking news: hurricane strikes Hawaii,2024-01-09T01:20:33.277626,event_12
❤️ CEO of Google steps down - what's next?,2024-01-09T01:48:55.106431,event_30
@user4371: fyi Update on foreign policy: here's what we know,2024-01-09T01:56:21.779988,event_7
Just watched Barcelona vs PSG. Best game ever! #sports16,2024-01-09T02:30:54.450504,event_16
💯 This climate change story is breaking the internet,2024-01-09T02:41:03.282491,event_47
Tech news: Google launches Vision Pro globally lowkey #technology11,2024-01-09T02:50:02.269901,event_11
Pelosi tweets about economy policy changes #politics33,2024-01-09T02:52:56.431059,event_33
Breaking: Microsoft releases Vision Pro today #technology11,2024-01-09T02:54:01.514958,event_11
@user7572: Breaking: Apple releases Xbox today #technology35,2024-01-09T03:16:33.558190,event_35
@user7540: Tech news: OpenAI launches Quest 3 globally,2024-01-09T03:54:28.095802,event_3
My thoughts on climate change - thread 🧵 💪 #social47,2024-01-09T03:58:50.775105,event_47
@user3314: Health advisory: diabetes awareness week #health21,2024-01-09T03:59:55.243049,event_21
Breaking: Biden announces new policy on healthcare idk #politics9,2024-01-09T04:05:52.065840,event_9
@user4823: New legislation on infrastructure proposed by Biden,2024-01-09T04:09:18.895171,event_1
@user6798: Everyone's talking about education today! #social7,2024-01-09T04:23:27.192826,event_7
@user6683: bussin AOC speaks about economy at today's conference #politics25,2024-01-09T04:24:33.148591,event_25
@user2323: Update: storm in New York causes major damage,2024-01-09T04:36:59.345940,event_12
💯 The climate change situation is getting crazy #social39,2024-01-09T04:43:06.511771,event_39
Just got my new Quest 3 from Apple! Amazing! #technology19,2024-01-09T05:08:32.599699,event_19
@user5125: Google announces new Pixel 8 - game changer! #technology11,2024-01-09T05:14:06.810163,event_11
@user8570: Pelosi speaks about immigration at today's conference #politics33,2024-01-09T05:22:21.361546,event_33
yolo Zendaya wins award at Met Gala! So deserved!,2024-01-09T05:31:25.210184,event_34
@user4981: Update on healthcare: here's what we know idk,2024-01-09T05:35:22.572334,event_7
@user2948: bruh My thoughts on climate change - thread 🧵,2024-01-09T05:39:51.125266,event_7
New legislation on taxes proposed by Pelosi #politics1,2024-01-09T06:01:35.335708,event_1
Can't stop listening to Beyoncé's new song,2024-01-09T06:10:32.669030,event_34
@user1609: Major announcement from Obama regarding foreign policy #politics33,2024-01-09T06:12:41.857345,event_33
This taxes story is breaking the internet,2024-01-09T06:33:56.575341,event_23
@user2683: McConnell speaks about foreign policy at today's conference #politics41,2024-01-09T06:51:35.309307,event_41
@user7845: 🤯 CEO of OpenAI steps down - what's next?,2024-01-09T07:11:34.876186,event_38
Market update: Amazon leads energy gains #business30,2024-01-09T07:12:24.838022,event_30
@user5306: The new GPT-5 from NVIDIA is incredible,2024-01-09T07:18:36.241198,event_43
OMG Mbappé just broke the record! #Patriots,2024-01-09T07:20:24.127991,event_8
goated New album by Kendrick is fire! 🔥 #rnb,2024-01-09T07:20:38.814353,event_2
@user7598: 😱 Tech news: NVIDIA launches Model Y globally,2024-01-09T07:49:37.532506,event_11
@user4795: Press conference: Pelosi discusses immigration #politics1,2024-01-09T07:53:18.675217,event_1
@user1759: OMG Zendaya just posted about taxes! #entertainment26,2024-01-09T07:56:21.281058,event_26
Breaking: diabetes research breakthrough announced #health45,2024-01-09T07:57:41.068358,event_45
@user8293: Sanders speaks about economy at today's conference #politics1,2024-01-09T08:09:46.207994,event_1
@user4111: Tech news: OpenAI launches Vision Pro globally #technology3,2024-01-09T08:25:49.402187,event_3
Update: hurricane in Hawaii causes major damage #disaster20,2024-01-09T08:26:36.073603,event_20
New study shows prevention method about COVID-19 #health45,2024-01-09T08:27:12.330365,event_45
@user3507: OpenAI announces new Model Y - game changer! #technology11,2024-01-09T08:35:20.023520,event_11
McConnell speaks about taxes at today's conference #politics25,2024-01-09T08:44:49.114326,event_25
@user2461: Sanders tweets about healthcare policy changes,2024-01-09T09:00:07.595366,event_1
@user6743: This taxes story is breaking the internet #social7,2024-01-09T09:06:11.473497,event_7
Liverpool defeats Rockets 105-98 in thrilling golf game,2024-01-09T09:06:19.033593,event_48
bussin The climate change situation is getting crazy #social47,2024-01-09T09:06:47.473645,event_47
@user4886: Breaking: Ronaldo scores winning goal for Chiefs,2024-01-09T09:35:46.013753,event_0
@user9122: Breaking: SpaceX to acquire TikTok for $20B #business46,2024-01-09T09:40:41.407201,event_46
@user9458: 👀 New legislation on economy proposed by Pelosi #politics33,2024-01-09T09:56:38.980270,event_33
@user1432: Tech news: Amazon launches GPT-5 globally #technology43,2024-01-09T10:11:45.819721,event_43
Doctors recommend regular checkups for diabetes 🤯 #health21,2024-01-09T10:23:38.888389,event_21
Newsom's stance on economy sparks debate bussin #politics25,2024-01-09T10:30:15.963916,event_25
@user1310: Warriors wins the championship game against Man City!,2024-01-09T10:33:37.443122,event_24
Trump speaks about taxes at today's conference goated,2024-01-09T10:43:18.337593,event_33
Health advisory: flu awareness week 🔥,2024-01-09T10:54:17.650619,event_5
Breaking: Harris announces new policy on taxes #politics1,2024-01-09T11:02:19.472024,event_1
asap Google announces new iPhone 15 - game changer! #technology11,2024-01-09T11:43:09.069071,event_11
OMG Tom Holland just posted about education! #entertainment34,2024-01-09T11:49:16.652687,event_34
Warriors defeats Man City 110-105 in thrilling NBA game #sports8,2024-01-09T11:55:37.145384,event_8
@user1515: Zendaya wins award at Super Bowl! So deserved! 💯,2024-01-09T12:03:55.288233,event_34
Everyone's talking about immigration today! #social47,2024-01-09T12:07:20.011586,event_47
Taylor Swift announces new project at Met Gala,2024-01-09T12:38:32.152130,event_2
New album by Drake is fire! 🔥 #country rn,2024-01-09T12:43:23.181939,event_34
@user3591: Stay safe Florida! flood approaching,2024-01-09T12:47:37.810641,event_20
@user7123: Review: OpenAI's Quest 3 is worth the hype #technology43,2024-01-09T12:49:15.637257,event_43
Everyone's talking about immigration today! #social7,2024-01-09T12:50:28.179843,event_7
@user9563: Best performance by Beyoncé at Oscars!,2024-01-09T13:04:18.973538,event_34
@user4752: This immigration story is breaking the internet,2024-01-09T13:09:36.548999,event_39
@user9878: 😱 Health advisory: cancer awareness week,2024-01-09T13:12:16.054621,event_45
@user5742: New album by SZA is fire! 🔥 #pop,2024-01-09T13:17:28.737133,event_34
New legislation on foreign policy proposed by Harris #politics25,2024-01-09T13:22:38.231001,event_25
@user7743: New legislation on foreign policy proposed by McConnell,2024-01-09T13:42:35.914483,event_33
The new Quest 3 from OpenAI is incredible,2024-01-09T14:01:20.394887,event_43
Doctors recommend exercise for COVID-19,2024-01-09T14:03:40.877457,event_29
New legislation on foreign policy proposed by Sanders #politics1,2024-01-09T14:22:06.391297,event_1
@user2486: Important: diabetes symptoms to watch for,2024-01-09T14:28:15.340038,event_45
New album by Morgan Wallen is fire! 🔥 #rnb,2024-01-09T14:28:53.225477,event_34
@user230: New album by Kendrick is fire! 🔥 #rock,2024-01-09T14:33:18.428047,event_34
Breaking: Trump announces new policy on education #politics9,2024-01-09T14:35:01.304568,event_9
@user6997: POTUS addresses nation on climate change - what do you think?,2024-01-09T14:37:42.750912,event_33
@user184: Biden's stance on foreign policy sparks debate #politics17,2024-01-09T15:00:13.637398,event_17
Press conference: Sanders discusses climate change,2024-01-09T15:04:04.986902,event_33
@user6778: Dua Lipa wins award at Met Gala! So deserved! #entertainment2,2024-01-09T15:23:51.700141,event_2
Trump speaks about infrastructure at today's conference #politics33,2024-01-09T16:03:09.482549,event_33
@user4650: no cap Major announcement from Newsom regarding healthcare #politics49,2024-01-09T16:13:39.716671,event_49
Major announcement from Newsom regarding immigration,2024-01-09T16:25:27.177880,event_1
no cap Lakers wins the championship game against Red Sox! #sports48,2024-01-09T16:43:31.701239,event_48
@user586: New legislation on economy proposed by Trump,2024-01-09T17:01:10.253793,event_17
Amazon CEO reveals plans for Quest 3,2024-01-09T17:06:06.416103,event_43
@user7254: Just got my new Model Y from OpenAI! Amazing! #technology35,2024-01-09T17:13:35.675951,event_35
Stay safe Hawaii! tornado approaching #disaster28,2024-01-09T17:18:25.992738,event_28
@user5016: highkey Can't stop listening to Taylor Swift's new song #entertainment34,2024-01-09T17:24:52.734801,event_34
The new Vision Pro from Meta is incredible,2024-01-09T17:29:27.920999,event_43
@user7792: Major announcement from Newsom regarding economy,2024-01-09T18:05:37.168391,event_17
@user696: Rescue teams deployed to Japan after tsunami #disaster12,2024-01-09T18:10:57.139433,event_12
POTUS addresses nation on climate change - what do you think? #politics33,2024-01-09T18:15:37.140500,event_33
Amazon reports record growth this quarter,2024-01-09T18:24:47.170752,event_38
Breaking: Amazon releases Xbox today fomo,2024-01-09T18:40:04.277270,event_35
@user5743: Important: flu symptoms to watch for,2024-01-09T18:42:40.004144,event_37
